Date,Close
30-07-2021,295.99890839389155
02-08-2021,296.57184915801696
03-08-2021,299.1476039429324
04-08-2021,298.5759259639953
05-08-2021,298.6684641136969
06-08-2021,297.64246558618544
09-08-2021,296.8836737987251
10-08-2021,298.1962074346549
11-08-2021,297.2492270367307
12-08-2021,301.92262549907304
13-08-2021,303.13502110466715
16-08-2021,303.64498660450573
17-08-2021,306.5634602074704
18-08-2021,300.2433745455885
19-08-2021,298.2519970432042
20-08-2021,300.33931329812305
23-08-2021,304.49093587252327
24-08-2021,306.28442811652826
25-08-2021,302.2536197868419
26-08-2021,301.18537781311903
27-08-2021,300.63982320903096
30-08-2021,310.743182742754
31-08-2021,309.1778376981452
01-09-2021,314.1851930908158
02-09-2021,312.18872491299703
03-09-2021,312.9434279393815
07-09-2021,318.45466066527405
08-09-2021,314.6736071481885
09-09-2021,314.4310792460658
10-09-2021,305.27622913509964
