Date,Close
30-07-2021,296.0655750605583
02-08-2021,296.80292144753656
03-08-2021,300.157937569008
04-08-2021,298.9970435262773
05-08-2021,298.83996732080834
06-08-2021,297.363515509234
09-08-2021,296.4312108202151
10-08-2021,298.3898891379044
11-08-2021,297.10701665632934
12-08-2021,303.3817181568591
13-08-2021,304.4963160386183
16-08-2021,304.49293780585157
17-08-2021,307.93419765441064
18-08-2021,298.8852494608938
19-08-2021,296.5450867745962
20-08-2021,300.1516657288243
23-08-2021,305.97622779832847
24-08-2021,307.84066806818004
25-08-2021,301.6890542629166
26-08-2021,300.28284655646104
27-08-2021,299.97243363017014
30-08-2021,313.84199947739035
31-08-2021,310.6979261270567
01-09-2021,316.437100204694
02-09-2021,312.7940943805536
03-09-2021,313.307556551916
07-09-2021,320.50073532490876
08-09-2021,314.6557386992157
09-09-2021,314.07652000898184
10-09-2021,301.98400205795303
